cyclecount,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32
235,0.764597,-1.478695,2.095129,-2.573186,2.881292,-2.999096,2.91882,-2.645764,2.197963,-1.604993,0.906018,-0.147203,-0.621334,1.348834,-1.987247,2.494409,-2.836822,2.991871,-2.949316,2.711968,-2.295502,1.727425,-1.045256,0.294051,0.476574,-1.215724,1.874578,-2.409623,2.785518,-2.977439,2.972708,-2.771639
236,0.728941,-1.41419,2.014677,-2.494409,2.824632,-2.985554,2.96753,-2.771639,2.409623,-1.90318,1.282665,-0.585271,-0.147203,0.870854,-1.542308,2.12132,-2.573186,2.870821,-2.996386,2.942356,-2.711968,2.319031,-1.787098,1.14805,-0.440191,-0.294051,1.01067,-1.666711,2.222853,-2.645764,2.910094,-3.0
237,0.693174,-1.348834,1.931495,-2.409623,2.757342,-2.955833,2.994354,-2.870821,2.591919,-2.172741,1.635975,-1.01067,0.330667,0.367232,-1.045256,1.666711,-2.197963,2.610261,-2.881292,2.996386,-2.949316,2.742629,-2.387511,1.90318,-1.315849,0.657304,0.036815,-0.728941,1.381616,-1.959519,2.431372,-2.771639
238,0.657304,-1.282665,1.845695,-2.319031,2.679673,-2.910094,2.999096,-2.942356,2.742629,-2.409623,1.959519,-1.41419,0.800138,-0.147203,-0.512886,1.14805,-1.727425,2.222853,-2.610261,2.870821,-2.991871,2.96753,-2.798978,2.494409,-2.068622,1.542308,-0.941045,0.294051,0.367232,-1.01067,1.604993,-2.12132
239,0.621334,-1.215724,1.757394,-2.222853,2.591919,-2.848585,2.981721,-2.985554,2.859918,-2.610261,2.247409,-1.787098,1.249289,-0.657304,0.036815,0.585271,-1.181976,1.727425,-2.197963,2.573186,-2.836822,2.977439,-2.988938,2.870821,-2.62821,2.271627,-1.816533,1.282665,-0.693174,0.073624,0.54912,-1.14805
240,0.585271,-1.14805,1.666711,-2.12132,2.494409,-2.771639,2.942356,-3.0,2.942356,-2.771639,2.494409,-2.12132,1.666711,-1.14805,0.585271,0.0,-0.585271,1.14805,-1.666711,2.12132,-2.494409,2.771639,-2.942356,3.0,-2.942356,2.771639,-2.494409,2.12132,-1.666711,1.14805,-0.585271,-0.0
241,0.54912,-1.079685,1.573769,-2.014677,2.387511,-2.679673,2.881292,-2.985554,2.988938,-2.891328,2.696023,-2.409623,2.041803,-1.604993,1.113952,-0.585271,0.036815,0.512886,-1.045256,1.542308,-1.987247,2.365039,-2.662919,2.870821,-2.981721,2.991871,-2.900929,2.711968,-2.431372,2.068622,-1.635975,1.14805
242,0.512886,-1.01067,1.478695,-1.90318,2.271627,-2.573186,2.798978,-2.942356,2.999096,-2.96753,2.848585,-2.645764,2.365039,-2.014677,1.604993,-1.14805,0.657304,-0.147203,-0.367232,0.870854,-1.348834,1.787098,-2.172741,2.494409,-2.742629,2.910094,-2.991871,2.985554,-2.891328,2.711968,-2.452754,2.12132
243,0.476574,-0.941045,1.381616,-1.787098,2.147192,-2.452754,2.696023,-2.870821,2.972708,-2.999096,2.949316,-2.824632,2.62821,-2.365039,2.041803,-1.666711,1.249289,-0.800138,0.330667,0.147203,-0.621334,1.079685,-1.510615,1.90318,-2.247409,2.534561,-2.757342,2.910094,-2.988938,2.991871,-2.91882,2.771639
244,0.440191,-0.870854,1.282665,-1.666711,2.014677,-2.319031,2.573186,-2.771639,2.910094,-2.985554,2.996386,-2.942356,2.824632,-2.645764,2.409623,-2.12132,1.787098,-1.41419,1.01067,-0.585271,0.147203,0.294051,-0.728941,1.14805,-1.542308,1.90318,-2.222853,2.494409,-2.711968,2.870821,-2.96753,3.0
245,0.403742,-0.800138,1.181976,-1.542308,1.874578,-2.172741,2.431372,-2.645764,2.812017,-2.927106,2.988938,-2.996386,2.949316,-2.848585,2.696023,-2.494409,2.247409,-1.959519,1.635975,-1.282665,0.906018,-0.512886,0.110422,0.294051,-0.693174,1.079685,-1.446551,1.787098,-2.095129,2.365039,-2.591919,2.771639
246,0.367232,-0.728941,1.079685,-1.41419,1.727425,-2.014677,2.271627,-2.494409,2.679673,-2.824632,2.927106,-2.985554,2.999096,-2.96753,2.891328,-2.771639,2.610261,-2.409623,2.172741,-1.90318,1.604993,-1.282665,0.941045,-0.585271,0.220694,0.147203,-0.512886,0.870854,-1.215724,1.542308,-1.845695,2.12132
247,0.330667,-0.657304,0.975931,-1.282665,1.573769,-1.845695,2.095129,-2.319031,2.514674,-2.679673,2.812017,-2.910094,2.972708,-2.999096,2.988938,-2.942356,2.859918,-2.742629,2.591919,-2.409623,2.197963,-1.959519,1.697195,-1.41419,1.113952,-0.800138,0.476574,-0.147203,-0.183962,0.512886,-0.835559,1.14805
248,0.294051,-0.585271,0.870854,-1.14805,1.41419,-1.666711,1.90318,-2.12132,2.319031,-2.494409,2.645764,-2.771639,2.870821,-2.942356,2.985554,-3.0,2.985554,-2.942356,2.870821,-2.771639,2.645764,-2.494409,2.319031,-2.12132,1.90318,-1.666711,1.41419,-1.14805,0.870854,-0.585271,0.294051,0.0
249,0.257392,-0.512886,0.764597,-1.01067,1.249289,-1.478695,1.697195,-1.90318,2.095129,-2.271627,2.431372,-2.573186,2.696023,-2.798978,2.881292,-2.942356,2.981721,-2.999096,2.994354,-2.96753,2.91882,-2.848585,2.757342,-2.645764,2.514674,-2.365039,2.197963,-2.014677,1.816533,-1.604993,1.381616,-1.14805
250,0.220694,-0.440191,0.657304,-0.870854,1.079685,-1.282665,1.478695,-1.666711,1.845695,-2.014677,2.172741,-2.319031,2.452754,-2.573186,2.679673,-2.771639,2.848585,-2.910094,2.955833,-2.985554,2.999096,-2.996386,2.977439,-2.942356,2.891328,-2.824632,2.742629,-2.645764,2.534561,-2.409623,2.271627,-2.12132
251,0.183962,-0.367232,0.54912,-0.728941,0.906018,-1.079685,1.249289,-1.41419,1.573769,-1.727425,1.874578,-2.014677,2.147192,-2.271627,2.387511,-2.494409,2.591919,-2.679673,2.757342,-2.824632,2.881292,-2.927106,2.961904,-2.985554,2.997967,-2.999096,2.988938,-2.96753,2.934952,-2.891328,2.836822,-2.771639
252,0.147203,-0.294051,0.440191,-0.585271,0.728941,-0.870854,1.01067,-1.14805,1.282665,-1.41419,1.542308,-1.666711,1.787098,-1.90318,2.014677,-2.12132,2.222853,-2.319031,2.409623,-2.494409,2.573186,-2.645764,2.711968,-2.771639,2.824632,-2.870821,2.910094,-2.942356,2.96753,-2.985554,2.996386,-3.0
253,0.110422,-0.220694,0.330667,-0.440191,0.54912,-0.657304,0.764597,-0.870854,0.975931,-1.079685,1.181976,-1.282665,1.381616,-1.478695,1.573769,-1.666711,1.757394,-1.845695,1.931495,-2.014677,2.095129,-2.172741,2.247409,-2.319031,2.387511,-2.452754,2.514674,-2.573186,2.62821,-2.679673,2.727504,-2.771639
254,0.073624,-0.147203,0.220694,-0.294051,0.367232,-0.440191,0.512886,-0.585271,0.657304,-0.728941,0.800138,-0.870854,0.941045,-1.01067,1.079685,-1.14805,1.215724,-1.282665,1.348834,-1.41419,1.478695,-1.542308,1.604993,-1.666711,1.727425,-1.787098,1.845695,-1.90318,1.959519,-2.014677,2.068622,-2.12132
255,0.036815,-0.073624,0.110422,-0.147203,0.183962,-0.220694,0.257392,-0.294051,0.330667,-0.367232,0.403742,-0.440191,0.476574,-0.512886,0.54912,-0.585271,0.621334,-0.657304,0.693174,-0.728941,0.764597,-0.800138,0.835559,-0.870854,0.906018,-0.941045,0.975931,-1.01067,1.045256,-1.079685,1.113952,-1.14805
256,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0
257,-0.036815,0.073624,-0.110422,0.147203,-0.183962,0.220694,-0.257392,0.294051,-0.330667,0.367232,-0.403742,0.440191,-0.476574,0.512886,-0.54912,0.585271,-0.621334,0.657304,-0.693174,0.728941,-0.764597,0.800138,-0.835559,0.870854,-0.906018,0.941045,-0.975931,1.01067,-1.045256,1.079685,-1.113952,1.14805
258,-0.073624,0.147203,-0.220694,0.294051,-0.367232,0.440191,-0.512886,0.585271,-0.657304,0.728941,-0.800138,0.870854,-0.941045,1.01067,-1.079685,1.14805,-1.215724,1.282665,-1.348834,1.41419,-1.478695,1.542308,-1.604993,1.666711,-1.727425,1.787098,-1.845695,1.90318,-1.959519,2.014677,-2.068622,2.12132
259,-0.110422,0.220694,-0.330667,0.440191,-0.54912,0.657304,-0.764597,0.870854,-0.975931,1.079685,-1.181976,1.282665,-1.381616,1.478695,-1.573769,1.666711,-1.757394,1.845695,-1.931495,2.014677,-2.095129,2.172741,-2.247409,2.319031,-2.387511,2.452754,-2.514674,2.573186,-2.62821,2.679673,-2.727504,2.771639
260,-0.147203,0.294051,-0.440191,0.585271,-0.728941,0.870854,-1.01067,1.14805,-1.282665,1.41419,-1.542308,1.666711,-1.787098,1.90318,-2.014677,2.12132,-2.222853,2.319031,-2.409623,2.494409,-2.573186,2.645764,-2.711968,2.771639,-2.824632,2.870821,-2.910094,2.942356,-2.96753,2.985554,-2.996386,3.0
261,-0.183962,0.367232,-0.54912,0.728941,-0.906018,1.079685,-1.249289,1.41419,-1.573769,1.727425,-1.874578,2.014677,-2.147192,2.271627,-2.387511,2.494409,-2.591919,2.679673,-2.757342,2.824632,-2.881292,2.927106,-2.961904,2.985554,-2.997967,2.999096,-2.988938,2.96753,-2.934952,2.891328,-2.836822,2.771639
262,-0.220694,0.440191,-0.657304,0.870854,-1.079685,1.282665,-1.478695,1.666711,-1.845695,2.014677,-2.172741,2.319031,-2.452754,2.573186,-2.679673,2.771639,-2.848585,2.910094,-2.955833,2.985554,-2.999096,2.996386,-2.977439,2.942356,-2.891328,2.824632,-2.742629,2.645764,-2.534561,2.409623,-2.271627,2.12132
263,-0.257392,0.512886,-0.764597,1.01067,-1.249289,1.478695,-1.697195,1.90318,-2.095129,2.271627,-2.431372,2.573186,-2.696023,2.798978,-2.881292,2.942356,-2.981721,2.999096,-2.994354,2.96753,-2.91882,2.848585,-2.757342,2.645764,-2.514674,2.365039,-2.197963,2.014677,-1.816533,1.604993,-1.381616,1.14805
264,-0.294051,0.585271,-0.870854,1.14805,-1.41419,1.666711,-1.90318,2.12132,-2.319031,2.494409,-2.645764,2.771639,-2.870821,2.942356,-2.985554,3.0,-2.985554,2.942356,-2.870821,2.771639,-2.645764,2.494409,-2.319031,2.12132,-1.90318,1.666711,-1.41419,1.14805,-0.870854,0.585271,-0.294051,0.0
265,-0.330667,0.657304,-0.975931,1.282665,-1.573769,1.845695,-2.095129,2.319031,-2.514674,2.679673,-2.812017,2.910094,-2.972708,2.999096,-2.988938,2.942356,-2.859918,2.742629,-2.591919,2.409623,-2.197963,1.959519,-1.697195,1.41419,-1.113952,0.800138,-0.476574,0.147203,0.183962,-0.512886,0.835559,-1.14805
266,-0.367232,0.728941,-1.079685,1.41419,-1.727425,2.014677,-2.271627,2.494409,-2.679673,2.824632,-2.927106,2.985554,-2.999096,2.96753,-2.891328,2.771639,-2.610261,2.409623,-2.172741,1.90318,-1.604993,1.282665,-0.941045,0.585271,-0.220694,-0.147203,0.512886,-0.870854,1.215724,-1.542308,1.845695,-2.12132
267,-0.403742,0.800138,-1.181976,1.542308,-1.874578,2.172741,-2.431372,2.645764,-2.812017,2.927106,-2.988938,2.996386,-2.949316,2.848585,-2.696023,2.494409,-2.247409,1.959519,-1.635975,1.282665,-0.906018,0.512886,-0.110422,-0.294051,0.693174,-1.079685,1.446551,-1.787098,2.095129,-2.365039,2.591919,-2.771639
268,-0.440191,0.870854,-1.282665,1.666711,-2.014677,2.319031,-2.573186,2.771639,-2.910094,2.985554,-2.996386,2.942356,-2.824632,2.645764,-2.409623,2.12132,-1.787098,1.41419,-1.01067,0.585271,-0.147203,-0.294051,0.728941,-1.14805,1.542308,-1.90318,2.222853,-2.494409,2.711968,-2.870821,2.96753,-3.0
269,-0.476574,0.941045,-1.381616,1.787098,-2.147192,2.452754,-2.696023,2.870821,-2.972708,2.999096,-2.949316,2.824632,-2.62821,2.365039,-2.041803,1.666711,-1.249289,0.800138,-0.330667,-0.147203,0.621334,-1.079685,1.510615,-1.90318,2.247409,-2.534561,2.757342,-2.910094,2.988938,-2.991871,2.91882,-2.771639
270,-0.512886,1.01067,-1.478695,1.90318,-2.271627,2.573186,-2.798978,2.942356,-2.999096,2.96753,-2.848585,2.645764,-2.365039,2.014677,-1.604993,1.14805,-0.657304,0.147203,0.367232,-0.870854,1.348834,-1.787098,2.172741,-2.494409,2.742629,-2.910094,2.991871,-2.985554,2.891328,-2.711968,2.452754,-2.12132
271,-0.54912,1.079685,-1.573769,2.014677,-2.387511,2.679673,-2.881292,2.985554,-2.988938,2.891328,-2.696023,2.409623,-2.041803,1.604993,-1.113952,0.585271,-0.036815,-0.512886,1.045256,-1.542308,1.987247,-2.365039,2.662919,-2.870821,2.981721,-2.991871,2.900929,-2.711968,2.431372,-2.068622,1.635975,-1.14805
272,-0.585271,1.14805,-1.666711,2.12132,-2.494409,2.771639,-2.942356,3.0,-2.942356,2.771639,-2.494409,2.12132,-1.666711,1.14805,-0.585271,-0.0,0.585271,-1.14805,1.666711,-2.12132,2.494409,-2.771639,2.942356,-3.0,2.942356,-2.771639,2.494409,-2.12132,1.666711,-1.14805,0.585271,0.0
273,-0.621334,1.215724,-1.757394,2.222853,-2.591919,2.848585,-2.981721,2.985554,-2.859918,2.610261,-2.247409,1.787098,-1.249289,0.657304,-0.036815,-0.585271,1.181976,-1.727425,2.197963,-2.573186,2.836822,-2.977439,2.988938,-2.870821,2.62821,-2.271627,1.816533,-1.282665,0.693174,-0.073624,-0.54912,1.14805
274,-0.657304,1.282665,-1.845695,2.319031,-2.679673,2.910094,-2.999096,2.942356,-2.742629,2.409623,-1.959519,1.41419,-0.800138,0.147203,0.512886,-1.14805,1.727425,-2.222853,2.610261,-2.870821,2.991871,-2.96753,2.798978,-2.494409,2.068622,-1.542308,0.941045,-0.294051,-0.367232,1.01067,-1.604993,2.12132
275,-0.693174,1.348834,-1.931495,2.409623,-2.757342,2.955833,-2.994354,2.870821,-2.591919,2.172741,-1.635975,1.01067,-0.330667,-0.367232,1.045256,-1.666711,2.197963,-2.610261,2.881292,-2.996386,2.949316,-2.742629,2.387511,-1.90318,1.315849,-0.657304,-0.036815,0.728941,-1.381616,1.959519,-2.431372,2.771639
276,-0.728941,1.41419,-2.014677,2.494409,-2.824632,2.985554,-2.96753,2.771639,-2.409623,1.90318,-1.282665,0.585271,0.147203,-0.870854,1.542308,-2.12132,2.573186,-2.870821,2.996386,-2.942356,2.711968,-2.319031,1.787098,-1.14805,0.440191,0.294051,-1.01067,1.666711,-2.222853,2.645764,-2.910094,3.0
277,-0.764597,1.478695,-2.095129,2.573186,-2.881292,2.999096,-2.91882,2.645764,-2.197963,1.604993,-0.906018,0.147203,0.621334,-1.348834,1.987247,-2.494409,2.836822,-2.991871,2.949316,-2.711968,2.295502,-1.727425,1.045256,-0.294051,-0.476574,1.215724,-1.874578,2.409623,-2.785518,2.977439,-2.972708,2.771639
278,-0.800138,1.542308,-2.172741,2.645764,-2.927106,2.996386,-2.848585,2.494409,-1.959519,1.282665,-0.512886,-0.294051,1.079685,-1.787098,2.365039,-2.771639,2.977439,-2.96753,2.742629,-2.319031,1.727425,-1.01067,0.220694,0.585271,-1.348834,2.014677,-2.534561,2.870821,-2.999096,2.910094,-2.610261,2.12132
279,-0.835559,1.604993,-2.247409,2.711968,-2.961904,2.977439,-2.757342,2.319031,-1.697195,0.941045,-0.110422,-0.728941,1.510615,-2.172741,2.662919,-2.942356,2.988938,-2.798978,2.387511,-1.787098,1.045256,-0.220694,-0.621334,1.41419,-2.095129,2.610261,-2.91882,2.996386,-2.836822,2.452754,-1.874578,1.14805
280,-0.870854,1.666711,-2.319031,2.771639,-2.985554,2.942356,-2.645764,2.12132,-1.41419,0.585271,0.294051,-1.14805,1.90318,-2.494409,2.870821,-3.0,2.870821,-2.494409,1.90318,-1.14805,0.294051,0.585271,-1.41419,2.12132,-2.645764,2.942356,-2.985554,2.771639,-2.319031,1.666711,-0.870854,0.0
281,-0.906018,1.727425,-2.387511,2.824632,-2.997967,2.891328,-2.514674,1.90318,-1.113952,0.220694,0.693174,-1.542308,2.247409,-2.742629,2.981721,-2.942356,2.62821,-2.068622,1.315849,-0.440191,-0.476574,1.348834,-2.095129,2.645764,-2.949316,2.977439,-2.727504,2.222853,-1.510615,0.657304,0.257392,-1.14805
282,-0.941045,1.787098,-2.452754,2.870821,-2.999096,2.824632,-2.365039,1.666711,-0.800138,-0.147203,1.079685,-1.90318,2.534561,-2.910094,2.991871,-2.771639,2.271627,-1.542308,0.657304,0.294051,-1.215724,2.014677,-2.610261,2.942356,-2.977439,2.711968,-2.172741,1.41419,-0.512886,-0.440191,1.348834,-2.12132
283,-0.975931,1.845695,-2.514674,2.910094,-2.988938,2.742629,-2.197963,1.41419,-0.476574,-0.512886,1.446551,-2.222853,2.757342,-2.991871,2.900929,-2.494409,1.816533,-0.941045,-0.036815,1.01067,-1.874578,2.534561,-2.91882,2.985554,-2.727504,2.172741,-1.381616,0.440191,0.54912,-1.478695,2.247409,-2.771639
284,-1.01067,1.90318,-2.573186,2.942356,-2.96753,2.645764,-2.014677,1.14805,-0.147203,-0.870854,1.787098,-2.494409,2.910094,-2.985554,2.711968,-2.12132,1.282665,-0.294051,-0.728941,1.666711,-2.409623,2.870821,-2.996386,2.771639,-2.222853,1.41419,-0.440191,-0.585271,1.542308,-2.319031,2.824632,-3.0
285,-1.045256,1.959519,-2.62821,2.96753,-2.934952,2.534561,-1.816533,0.870854,0.183962,-1.215724,2.095129,-2.711968,2.988938,-2.891328,2.431372,-1.666711,0.693174,0.367232,-1.381616,2.222853,-2.785518,2.999096,-2.836822,2.319031,-1.510615,0.512886,0.54912,-1.542308,2.342212,-2.848585,2.997967,-2.771639
286,-1.079685,2.014677,-2.679673,2.985554,-2.891328,2.409623,-1.604993,0.585271,0.512886,-1.542308,2.365039,-2.870821,2.991871,-2.711968,2.068622,-1.14805,0.073624,1.01067,-1.959519,2.645764,-2.977439,2.910094,-2.452754,1.666711,-0.657304,-0.440191,1.478695,-2.319031,2.848585,-2.996386,2.742629,-2.12132
287,-1.113952,2.068622,-2.727504,2.996386,-2.836822,2.271627,-1.381616,0.294051,0.835559,-1.845695,2.591919,-2.96753,2.91882,-2.452754,1.635975,-0.585271,-0.54912,1.604993,-2.431372,2.910094,-2.972708,2.610261,-1.874578,0.870854,0.257392,-1.348834,2.247409,-2.824632,2.997967,-2.742629,2.095129,-1.14805
288,-1.14805,2.12132,-2.771639,3.0,-2.771639,2.12132,-1.14805,0.0,1.14805,-2.12132,2.771639,-3.0,2.771639,-2.12132,1.14805,-0.0,-1.14805,2.12132,-2.771639,3.0,-2.771639,2.12132,-1.14805,0.0,1.14805,-2.12132,2.771639,-3.0,2.771639,-2.12132,1.14805,-0.0
289,-1.181976,2.172741,-2.812017,2.996386,-2.696023,1.959519,-0.906018,-0.294051,1.446551,-2.365039,2.900929,-2.96753,2.554066,-1.727425,0.621334,0.585271,-1.697195,2.534561,-2.961904,2.910094,-2.387511,1.478695,-0.330667,-0.870854,1.931495,-2.679673,2.994354,-2.824632,2.197963,-1.215724,0.036815,1.14805
290,-1.215724,2.222853,-2.848585,2.985554,-2.610261,1.787098,-0.657304,-0.585271,1.727425,-2.573186,2.977439,-2.870821,2.271627,-1.282665,0.073624,1.14805,-2.172741,2.824632,-2.991871,2.645764,-1.845695,0.728941,0.512886,-1.666711,2.534561,-2.96753,2.891328,-2.319031,1.348834,-0.147203,-1.079685,2.12132
291,-1.249289,2.271627,-2.881292,2.96753,-2.514674,1.604993,-0.403742,-0.870854,1.987247,-2.742629,2.999774,-2.711968,1.931495,-0.800138,-0.476574,1.666711,-2.554066,2.977439,-2.859918,2.222853,-1.181976,-0.073624,1.315849,-2.319031,2.900929,-2.955833,2.473768,-1.542308,0.330667,0.941045,-2.041803,2.771639
292,-1.282665,2.319031,-2.910094,2.942356,-2.409623,1.41419,-0.147203,-1.14805,2.222853,-2.870821,2.96753,-2.494409,1.542308,-0.294051,-1.01067,2.12132,-2.824632,2.985554,-2.573186,1.666711,-0.440191,-0.870854,2.014677,-2.771639,2.996386,-2.645764,1.787098,-0.585271,-0.728941,1.90318,-2.711968,3.0
293,-1.315849,2.365039,-2.934952,2.910094,-2.295502,1.215724,0.110422,-1.41419,2.431372,-2.955833,2.881292,-2.222853,1.113952,0.220694,-1.510615,2.494409,-2.972708,2.848585,-2.147192,1.01067,0.330667,-1.604993,2.554066,-2.985554,2.812017,-2.068622,0.906018,0.440191,-1.697195,2.610261,-2.994354,2.771639
294,-1.348834,2.409623,-2.955833,2.870821,-2.172741,1.01067,0.367232,-1.666711,2.610261,-2.996386,2.742629,-1.90318,0.657304,0.728941,-1.959519,2.771639,-2.991871,2.573186,-1.604993,0.294051,1.079685,-2.222853,2.891328,-2.942356,2.365039,-1.282665,-0.073624,1.41419,-2.452754,2.96753,-2.848585,2.12132
295,-1.381616,2.452754,-2.972708,2.824632,-2.041803,0.800138,0.621334,-1.90318,2.757342,-2.991871,2.554066,-1.542308,0.183962,1.215724,-2.342212,2.942356,-2.881292,2.172741,-0.975931,-0.440191,1.757394,-2.679673,2.999774,-2.645764,1.697195,-0.367232,-1.045256,2.222853,-2.900929,2.927106,-2.295502,1.14805
296,-1.41419,2.494409,-2.985554,2.771639,-1.90318,0.585271,0.870854,-2.12132,2.870821,-2.942356,2.319031,-1.14805,-0.294051,1.666711,-2.645764,3.0,-2.645764,1.666711,-0.294051,-1.14805,2.319031,-2.942356,2.870821,-2.12132,0.870854,0.585271,-1.90318,2.771639,-2.985554,2.494409,-1.41419,0.0
297,-1.446551,2.534561,-2.994354,2.711968,-1.757394,0.367232,1.113952,-2.319031,2.949316,-2.848585,2.041803,-0.728941,-0.764597,2.068622,-2.859918,2.942356,-2.295502,1.079685,0.403742,-1.787098,2.727504,-2.991871,2.514674,-1.41419,-0.036815,1.478695,-2.554066,2.996386,-2.696023,1.727425,-0.330667,-1.14805
298,-1.478695,2.573186,-2.999096,2.645764,-1.604993,0.147203,1.348834,-2.494409,2.991871,-2.711968,1.727425,-0.294051,-1.215724,2.409623,-2.977439,2.771639,-1.845695,0.440191,1.079685,-2.319031,2.955833,-2.824632,1.959519,-0.585271,-0.941045,2.222853,-2.927106,2.870821,-2.068622,0.728941,0.800138,-2.12132
299,-1.510615,2.610261,-2.999774,2.573186,-1.446551,-0.073624,1.573769,-2.645764,2.997967,-2.534561,1.381616,0.147203,-1.635975,2.679673,-2.994354,2.494409,-1.315849,-0.220694,1.697195,-2.711968,2.988938,-2.452754,1.249289,0.294051,-1.757394,2.742629,-2.981721,2.409623,-1.181976,-0.367232,1.816533,-2.771639
300,-1.542308,2.645764,-2.996386,2.494409,-1.282665,-0.294051,1.787098,-2.771639,2.96753,-2.319031,1.01067,0.585271,-2.014677,2.870821,-2.910094,2.12132,-0.728941,-0.870854,2.222853,-2.942356,2.824632,-1.90318,0.440191,1.14805,-2.409623,2.985554,-2.711968,1.666711,-0.147203,-1.41419,2.573186,-3.0
301,-1.573769,2.679673,-2.988938,2.409623,-1.113952,-0.512886,1.987247,-2.870821,2.900929,-2.068622,0.621334,1.01067,-2.342212,2.977439,-2.727504,1.666711,-0.110422,-1.478695,2.62821,-2.996386,2.473768,-1.215724,-0.403742,1.90318,-2.836822,2.927106,-2.147192,0.728941,0.906018,-2.271627,2.961904,-2.771639
302,-1.604993,2.711968,-2.977439,2.319031,-0.941045,-0.728941,2.172741,-2.942356,2.798978,-1.787098,0.220694,1.41419,-2.610261,2.996386,-2.452754,1.14805,0.512886,-2.014677,2.891328,-2.870821,1.959519,-0.440191,-1.215724,2.494409,-2.999096,2.573186,-1.348834,-0.294051,1.845695,-2.824632,2.927106,-2.12132
303,-1.635975,2.742629,-2.961904,2.222853,-0.764597,-0.941045,2.342212,-2.985554,2.662919,-1.478695,-0.183962,1.787098,-2.812017,2.927106,-2.095129,0.585271,1.113952,-2.452754,2.997967,-2.573186,1.315849,0.367232,-1.931495,2.870821,-2.881292,1.959519,-0.403742,-1.282665,2.554066,-2.999096,2.473768,-1.14805
304,-1.666711,2.771639,-2.942356,2.12132,-0.585271,-1.14805,2.494409,-3.0,2.494409,-1.14805,-0.585271,2.12132,-2.942356,2.771639,-1.666711,0.0,1.666711,-2.771639,2.942356,-2.12132,0.585271,1.14805,-2.494409,3.0,-2.494409,1.14805,0.585271,-2.12132,2.942356,-2.771639,1.666711,-0.0
305,-1.697195,2.798978,-2.91882,2.014677,-0.403742,-1.348834,2.62821,-2.985554,2.295502,-0.800138,-0.975931,2.409623,-2.997967,2.534561,-1.181976,-0.585271,2.147192,-2.955833,2.727504,-1.542308,-0.183962,1.845695,-2.859918,2.870821,-1.874578,0.220694,1.510615,-2.711968,2.961904,-2.172741,0.621334,1.14805
306,-1.727425,2.824632,-2.891328,1.90318,-0.220694,-1.542308,2.742629,-2.942356,2.068622,-0.440191,-1.348834,2.645764,-2.977439,2.222853,-0.657304,-1.14805,2.534561,-2.996386,2.365039,-0.870854,-0.941045,2.409623,-2.999096,2.494409,-1.079685,-0.728941,2.271627,-2.985554,2.610261,-1.282665,-0.512886,2.12132
307,-1.757394,2.848585,-2.859918,1.787098,-0.036815,-1.727425,2.836822,-2.870821,1.816533,-0.073624,-1.697195,2.824632,-2.881292,1.845695,-0.110422,-1.666711,2.812017,-2.891328,1.874578,-0.147203,-1.635975,2.798978,-2.900929,1.90318,-0.183962,-1.604993,2.785518,-2.910094,1.931495,-0.220694,-1.573769,2.771639
308,-1.787098,2.870821,-2.824632,1.666711,0.147203,-1.90318,2.910094,-2.771639,1.542308,0.294051,-2.014677,2.942356,-2.711968,1.41419,0.440191,-2.12132,2.96753,-2.645764,1.282665,0.585271,-2.222853,2.985554,-2.573186,1.14805,0.728941,-2.319031,2.996386,-2.494409,1.01067,0.870854,-2.409623,3.0
309,-1.816533,2.891328,-2.785518,1.542308,0.330667,-2.068622,2.961904,-2.645764,1.249289,0.657304,-2.295502,2.996386,-2.473768,0.941045,0.975931,-2.494409,2.994354,-2.271627,0.621334,1.282665,-2.662919,2.955833,-2.041803,0.294051,1.573769,-2.798978,2.881292,-1.787098,-0.036815,1.845695,-2.900929,2.771639
310,-1.845695,2.910094,-2.742629,1.41419,0.512886,-2.222853,2.991871,-2.494409,0.941045,1.01067,-2.534561,2.985554,-2.172741,0.440191,1.478695,-2.771639,2.891328,-1.787098,-0.073624,1.90318,-2.927106,2.711968,-1.348834,-0.585271,2.271627,-2.996386,2.452754,-0.870854,-1.079685,2.573186,-2.977439,2.12132
311,-1.874578,2.927106,-2.696023,1.282665,0.693174,-2.365039,2.999774,-2.319031,0.621334,1.348834,-2.727504,2.910094,-1.816533,-0.073624,1.931495,-2.942356,2.662919,-1.215724,-0.764597,2.409623,-2.997967,2.271627,-0.54912,-1.41419,2.757342,-2.891328,1.757394,0.147203,-1.987247,2.955833,-2.62821,1.14805
312,-1.90318,2.942356,-2.645764,1.14805,0.870854,-2.494409,2.985554,-2.12132,0.294051,1.666711,-2.870821,2.771639,-1.41419,-0.585271,2.319031,-3.0,2.319031,-0.585271,-1.41419,2.771639,-2.870821,1.666711,0.294051,-2.12132,2.985554,-2.494409,0.870854,1.14805,-2.645764,2.942356,-1.90318,0.0
