cyclecount,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53
1622,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,24.81237,56.36958,36.23529,90.1612,4.65945,195.1612,9.14634,300.1612,17.41326,11.68519,56.5937,40.47059,90.1612,6.14846,195.1612,8.41463,300.1612,18.78491,41.0445,56.15988,28.23529,90.1612,2.59909,195.1612,11.70732,300.1612,7.92291
1623,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,25.12087,56.74343,35.76471,90.21679,4.60482,195.21679,9.14634,300.21679,13.25841,11.78818,56.86623,40.47059,90.21679,6.10874,195.21679,8.25398,300.21679,16.95332,41.50298,56.58793,27.29412,90.21679,2.54155,195.21679,9.94581,300.21679,11.79468
1624,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,25.47588,56.77924,35.76471,90.27237,4.55772,195.27237,9.14634,300.27237,14.02457,12.0584,57.01757,40.47059,90.27237,6.06901,195.27237,8.41463,300.27237,23.91039,42.00202,56.93968,27.29412,90.27237,2.48483,195.27237,9.15204,300.27237,13.53898
1625,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,25.74676,56.55963,34.82353,90.32796,4.52366,195.32796,9.14634,300.32796,19.79167,12.31866,57.17759,40.47059,90.32796,6.02929,195.32796,9.14634,300.32796,23.91039,42.51391,57.40856,26.82353,90.32796,2.41333,195.32796,9.82517,300.32796,11.80979
1626,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,26.01071,56.38433,35.29412,90.38355,4.49249,195.38355,9.14634,300.38355,22.36481,12.65535,57.42177,39.52941,90.38355,5.96572,195.38355,9.14634,300.38355,10.48916,42.92703,57.79574,26.82353,90.38355,2.35281,195.38355,9.87805,300.38355,10.67858
1627,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,26.521,56.04543,35.29412,90.43913,4.44142,195.43913,9.14634,300.43913,22.36481,13.05905,57.62801,39.52941,90.43913,5.90082,195.43913,8.41463,300.43913,8.26111,43.34982,58.23658,26.82353,90.43913,2.29105,195.43913,9.87805,300.43913,12.27375
1628,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,26.82028,55.7639,35.29412,90.49472,4.40568,195.49472,9.14634,300.49472,24.76511,13.49955,57.91541,39.52941,90.49472,5.80756,195.49472,8.04878,300.49472,9.20709,43.66961,58.80431,26.35294,90.49472,2.21728,195.49472,9.87805,300.49472,15.61882
1629,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,27.04826,55.50176,35.29412,90.55031,4.37513,195.55031,9.14634,300.55031,28.66553,13.81031,58.1434,39.05882,90.55031,5.7319,195.55031,8.09027,300.55031,15.0611,44.44559,59.05317,26.35294,90.55031,2.1224,195.55031,9.87805,300.55031,13.43907
1630,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,27.27624,55.23962,35.76471,90.60589,4.34457,195.60589,9.14634,300.60589,30.0,14.10376,58.18923,39.05882,90.60589,5.67523,195.60589,9.14634,300.60589,30.0,44.83368,59.31994,25.88235,90.60589,2.06844,195.60589,9.99867,300.60589,10.11336
1631,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,27.4842,54.62551,35.76471,90.66148,4.30557,195.66148,9.14634,300.66148,28.15283,14.37707,58.29492,39.05882,90.66148,5.63345,195.66148,9.5122,300.66148,23.67971,45.20718,59.73163,25.88235,90.66148,2.00389,195.66148,10.20903,300.66148,12.98342
1632,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,27.49181,54.11322,36.23529,90.71707,4.27247,195.71707,9.14634,300.71707,13.89531,14.86956,58.50643,38.58824,90.71707,5.56264,195.71707,8.89966,300.71707,24.44817,45.59461,60.18529,25.41176,90.71707,1.92836,195.71707,10.2439,300.71707,17.66173
1633,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,27.84496,53.67789,35.29412,90.77265,4.24465,195.77265,8.0985,300.77265,15.14616,15.48035,58.53709,38.58824,90.77265,5.4832,195.77265,9.14634,300.77265,21.37788,46.01466,60.55455,24.94118,90.77265,1.85761,195.77265,10.2439,300.77265,13.55497
1634,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,28.23972,53.14307,35.76471,90.82824,4.21582,195.82824,7.31707,300.82824,17.44909,16.26464,58.67293,38.11765,90.82824,5.39511,195.82824,9.5122,300.82824,12.03228,46.30838,61.04379,24.94118,90.82824,1.79405,195.82824,10.2439,300.82824,13.55497
1635,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,28.49381,52.47835,36.23529,90.88382,4.1897,195.88382,7.55656,300.88382,13.59228,16.62263,58.65001,37.64706,90.88382,5.35257,195.88382,9.14634,300.88382,9.05828,46.33773,61.56581,24.94118,90.88382,1.7305,195.88382,10.2439,300.88382,13.55497
1636,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,28.6727,51.83337,35.29412,90.93941,4.17381,195.93941,8.04878,300.93941,10.12892,16.94655,58.4342,38.11765,90.93941,5.31394,195.93941,9.14634,300.93941,30.0,46.49369,61.90905,24.94118,90.93941,1.69621,195.93941,10.2439,300.93941,17.74888
1637,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,28.80551,51.16626,35.29412,90.995,4.15792,195.995,8.04878,300.995,10.12892,17.38875,58.34278,38.11765,90.995,5.26762,195.995,7.31707,300.995,22.96411,46.77678,62.37028,24.47059,90.995,1.64124,195.995,10.01,300.995,20.9259
1638,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,29.00329,50.53388,35.29412,91.05058,4.14278,196.05058,8.11256,301.05058,10.25425,17.77299,58.1033,37.64706,91.05058,5.2279,196.05058,8.04878,301.05058,19.76468,47.02811,62.81528,24.47059,91.05058,1.59217,196.05058,9.87805,301.05058,18.77679
1639,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,29.16587,49.91824,35.29412,91.10617,4.13478,196.10617,8.77788,301.10617,11.68621,18.35619,57.99053,37.64706,91.10617,5.17923,196.10617,9.5122,301.10617,20.6281,47.3175,63.28593,24.47059,91.10617,1.5419,196.10617,9.87805,301.10617,15.839
1640,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,29.28092,49.27976,35.76471,91.16176,4.11889,196.16176,8.44132,301.16176,11.68621,18.99949,57.73526,37.64706,91.16176,5.11706,196.16176,9.5122,301.16176,14.60706,47.84431,63.83217,24.0,91.16176,1.47834,196.16176,9.87805,301.16176,14.29139
1641,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,29.48439,48.62672,35.76471,91.21734,4.11031,196.21734,8.41463,301.21734,11.68621,19.48992,57.68601,37.64706,91.21734,5.07419,196.21734,9.5122,301.21734,11.84044,48.60204,64.31192,23.52941,91.21734,1.41763,196.21734,9.87805,301.21734,9.79971
1642,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,29.87436,48.12033,34.82353,91.27293,4.09795,196.27293,8.41463,301.27293,12.83903,20.04058,57.49808,37.64706,91.27293,5.01719,196.27293,8.78049,301.27293,17.76529,49.34424,64.53502,23.52941,91.27293,1.36419,196.27293,10.08168,301.27293,6.96194
1643,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,30.29498,47.74593,34.82353,91.32852,4.08331,196.32852,8.41463,301.32852,14.60716,20.53714,57.18171,37.17647,91.32852,4.96508,196.32852,7.68293,301.32852,13.07318,50.02426,64.42761,22.58824,91.32852,1.32026,196.32852,10.60976,301.32852,9.39231
1644,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,30.67434,47.36283,33.88235,91.3841,4.06391,196.3841,8.41463,301.3841,14.85105,21.08452,56.84854,37.17647,91.3841,4.9029,196.3841,6.95122,301.3841,11.38534,50.6329,64.35451,22.58824,91.3841,1.28196,196.3841,10.60976,301.3841,11.68621
1645,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,31.04529,46.96008,33.88235,91.43969,4.04007,196.43969,8.41463,301.43969,13.55497,21.70209,56.61567,36.70588,91.43969,4.83757,196.43969,6.21951,301.43969,12.61215,51.26281,64.48105,22.58824,91.43969,1.2513,196.43969,10.60976,301.43969,13.0084
1646,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,31.50721,46.8937,32.94118,91.49528,4.01198,196.49528,8.32434,301.49528,14.07514,22.26411,56.23749,37.17647,91.49528,4.77194,196.49528,6.58537,301.49528,10.03824,51.92617,64.59142,22.58824,91.49528,1.21952,196.49528,10.37312,301.49528,12.30615
1647,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,31.99744,47.22372,32.94118,91.55086,3.97369,196.55086,8.04878,301.55086,15.839,22.85079,56.02912,36.70588,91.55086,4.71494,196.55086,6.58537,301.55086,10.10041,52.5273,64.7564,22.11765,91.55086,1.19263,196.55086,10.6586,301.55086,11.68621
1648,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,32.33642,47.58639,32.94118,91.60645,3.94042,196.60645,8.04878,301.60645,15.839,23.4107,55.78864,36.70588,91.60645,4.64068,196.60645,7.31707,301.60645,14.06045,53.11771,65.16813,22.11765,91.60645,1.16039,196.60645,10.97561,301.60645,10.89438
1649,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,32.602,48.04763,32.47059,91.66203,3.89275,196.66203,8.04878,301.66203,15.839,23.98507,55.37464,37.17647,91.66203,4.56612,196.66203,7.31707,301.66203,13.87419,53.70743,65.70856,22.11765,91.66203,1.13237,196.66203,10.97561,301.66203,10.12892
1650,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,32.98213,48.45321,32.47059,91.71762,3.84508,196.71762,8.04878,301.71762,15.839,24.47553,55.32654,37.17647,91.71762,4.50395,196.71762,7.31707,301.71762,8.56534,54.16667,66.19958,22.11765,91.71762,1.1095,196.71762,10.97561,301.71762,9.21874
1651,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,33.22061,48.94656,32.47059,91.77321,3.79863,196.77321,8.04878,301.77321,17.78167,24.90475,55.56945,36.23529,91.77321,4.45041,196.77321,7.68293,301.77321,18.31857,54.52551,66.70072,21.64706,91.77321,1.10014,196.77321,10.75008,301.77321,10.73639
1652,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,33.3938,49.39407,32.47059,91.82879,3.75636,196.82879,8.04878,301.82879,16.99471,25.10131,56.05307,36.23529,91.82879,4.39687,196.82879,7.68293,301.82879,19.48874,54.83313,67.36466,21.64706,91.82879,1.08689,196.82879,9.90866,301.82879,13.44096
1653,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,33.67531,49.65998,31.52941,91.88438,3.71664,196.88438,8.93871,301.88438,15.839,25.20659,56.51563,35.76471,91.88438,4.34706,196.88438,7.68293,301.88438,13.35144,55.26422,67.83108,21.64706,91.88438,1.07077,196.88438,9.87805,301.88438,10.4033
1654,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,33.96334,49.52137,31.52941,91.93997,3.67942,196.93997,9.87805,301.93997,17.41418,25.58089,56.88635,34.82353,91.93997,4.29035,196.93997,7.68293,301.93997,17.70576,55.67102,68.40014,21.64706,91.93997,1.04825,196.93997,9.87805,301.93997,12.78888
1655,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,34.10046,49.03861,31.52941,91.99555,3.64537,196.99555,9.87805,301.99555,21.93026,25.90894,56.66483,34.82353,91.99555,4.26216,196.99555,7.68293,301.99555,18.30744,56.15465,69.10689,21.64706,91.99555,1.0205,196.99555,9.87805,301.99555,10.20343
1656,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,34.16644,48.53254,31.52941,92.05114,3.60611,197.05114,9.87805,302.05114,22.36481,26.32355,56.24416,35.29412,92.05114,4.22589,197.05114,6.95122,302.05114,23.24904,56.73341,69.62684,21.64706,92.05114,0.99042,197.05114,9.87805,302.05114,6.80958
1657,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,34.27912,48.03713,31.52941,92.10673,3.57616,197.10673,9.87805,302.10673,20.16684,26.92346,55.8626,35.29412,92.10673,4.18817,197.10673,6.64699,302.10673,12.24614,57.22401,69.93821,21.64706,92.10673,0.973,197.10673,10.7068,302.10673,8.97419
1658,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,34.4566,47.53217,31.52941,92.16231,3.54813,197.16231,9.87805,302.16231,17.22167,27.37958,55.21325,35.76471,92.16231,4.14845,197.16231,6.74318,302.16231,12.53888,57.80633,70.14661,21.64706,92.16231,0.95501,197.16231,11.34146,302.16231,11.36965
1659,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,34.62102,47.03003,31.52941,92.2179,3.52337,197.2179,9.87805,302.2179,15.839,27.66076,54.55386,35.29412,92.2179,4.12599,197.2179,6.58537,302.2179,6.73951,58.44513,70.31846,21.64706,92.2179,0.93604,197.2179,11.34146,302.2179,13.55497
1660,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,34.71775,46.56137,31.52941,92.27349,3.50466,197.27349,8.80404,302.27349,15.839,27.7505,53.94774,35.29412,92.27349,4.10036,197.27349,6.95122,302.27349,9.47755,59.10997,70.44909,21.64706,92.27349,0.91906,197.27349,11.34146,302.27349,13.04897
1661,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,34.88126,46.24253,31.52941,92.32907,3.48322,197.32907,6.58537,302.32907,16.64745,28.33463,53.62012,35.29412,92.32907,4.08109,197.32907,7.31707,302.32907,15.11916,59.69018,70.43044,21.64706,92.32907,0.89563,197.32907,11.34146,302.32907,10.19503
1662,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,35.30407,46.28303,31.52941,92.38466,3.46832,197.38466,6.58537,302.38466,20.25304,28.70454,52.86701,34.82353,92.38466,4.06581,197.38466,7.68293,302.38466,12.35488,60.30535,70.19324,21.64706,92.38466,0.87974,197.38466,11.34146,302.38466,11.62878
1663,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,35.65858,46.5468,31.05882,92.44024,3.44451,197.44024,6.58537,302.44024,22.36481,28.93727,52.27011,35.29412,92.44024,4.05346,197.44024,7.68293,302.44024,8.64273,60.91315,69.70535,21.64706,92.44024,0.87051,197.44024,11.34146,302.44024,9.9239
1664,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,35.87262,47.02639,31.05882,92.49583,3.41623,197.49583,6.58537,302.49583,18.01238,29.0847,51.45611,35.29412,92.49583,4.04854,197.49583,7.68293,302.49583,25.7227,61.39248,69.1705,21.64706,92.49583,0.85743,197.49583,11.34146,302.49583,7.68174
1665,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,35.98195,47.48098,31.05882,92.55142,3.39521,197.55142,6.58537,302.55142,14.24759,29.26979,50.8059,35.29412,92.55142,4.04854,197.55142,6.95122,302.55142,7.53636,61.88414,68.86549,21.64706,92.55142,0.83757,197.55142,10.45615,302.55142,10.75001
1666,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,36.14158,47.84664,31.05882,92.607,3.3772,197.607,6.58537,302.607,17.15932,29.58595,50.19911,34.35294,92.607,4.0399,197.607,7.31707,302.607,7.63463,62.52481,68.72891,21.64706,92.607,0.80874,197.607,9.87805,302.607,13.2451
1667,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,36.43592,48.25772,31.05882,92.66259,3.3505,197.66259,6.58537,302.66259,21.03607,29.75999,49.56325,34.35294,92.66259,4.0399,197.66259,7.31707,302.66259,11.66924,63.02913,68.53288,21.64706,92.66259,0.78331,197.66259,9.47648,302.66259,11.24132
1668,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,36.63339,48.93989,30.58824,92.71818,3.31078,197.71818,6.58537,302.71818,15.48166,29.89926,48.94263,34.82353,92.71818,4.02756,197.71818,7.47407,302.71818,19.68035,63.55317,68.34596,21.64706,92.71818,0.75701,197.71818,8.78049,302.71818,13.55497
1669,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,36.84105,49.60135,30.11765,92.77376,3.27456,197.77376,6.58537,302.77376,12.75336,30.25137,48.39544,34.82353,92.77376,4.00511,197.77376,7.68293,302.77376,11.89995,64.21467,68.42866,21.64706,92.77376,0.72523,197.77376,8.7052,302.77376,13.14049
1670,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,36.82084,50.26369,30.11765,92.82935,3.24559,197.82935,6.46619,302.82935,11.68621,30.5666,48.00708,33.88235,92.82935,3.98266,197.82935,7.68293,302.82935,14.06045,64.90756,68.69109,21.64706,92.82935,0.69056,197.82935,8.4913,302.82935,11.68621
1671,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,36.58606,50.87377,30.11765,92.88494,3.22105,197.88494,6.21951,302.88494,12.40877,31.00685,47.47179,33.88235,92.88494,3.9343,197.88494,7.68293,302.88494,13.47307,65.67936,69.06939,21.64706,92.88494,0.64466,197.88494,8.78049,302.88494,6.70287
