cyclecount,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53,ch54,ch55,ch56,ch57,ch58,ch59,ch60,ch61,ch62,ch63,ch64
723,2.9e-05,0.0,0.0,9e-06,0.0,0.0,0.0,1e-06,0.0,0.0,5e-06,0.0,8e-06,0.0,1.4e-05,8e-06,0.0,4e-06,1e-06,0.0,2e-06,2e-06,2e-06,4e-06,3e-06,4e-06,2e-06,1e-06,2e-06,1e-06,1e-06,1e-06,5e-06,7e-06,8e-06,6e-06,5e-06,6e-06,1.5e-05,2.1e-05,1.9e-05,1.8e-05,2.2e-05,1.5e-05,1.9e-05,1.9e-05,1.5e-05,1.1e-05,9e-06,1.4e-05,1.1e-05,1.2e-05,3.2e-05,5.8e-05,9.9e-05,0.000114,0.000188,0.000184,0.000179,0.000183,0.000162,0.000107,0.000297,0.002023
724,7e-06,0.0,0.0,1.3e-05,0.0,0.0,0.0,9e-06,0.0,0.0,1.1e-05,0.0,1.6e-05,0.0,1.2e-05,1e-06,0.0,2e-06,2e-06,2e-06,1e-06,4e-06,5e-06,3e-06,1e-06,3e-06,2e-06,1e-06,1e-06,3e-06,2e-06,2e-06,4e-06,4e-06,4e-06,8e-06,7e-06,5e-06,2.8e-05,2.7e-05,3.5e-05,2e-05,1.5e-05,1.5e-05,2.1e-05,1.6e-05,1.6e-05,1e-05,1.2e-05,1.9e-05,1e-05,1e-05,3.1e-05,4.9e-05,8.4e-05,0.000123,0.000134,0.000248,0.000162,0.000228,0.000166,0.000114,0.000354,0.002328
725,0.641042,0.0,0.0,0.816668,0.0,0.0,0.0,1.168109,0.0,0.0,2.547024,0.0,3.819647,0.0,2.563305,0.394275,0.0,0.53059,1.008582,1.115126,0.856202,0.562948,0.447844,0.457364,0.722042,0.735823,0.215845,0.225689,0.093238,0.083092,0.092547,0.174336,0.297846,0.50041,0.172501,0.267018,0.179301,0.184566,0.937011,0.867004,0.209728,0.105112,0.209862,0.164825,0.066476,0.152995,0.070403,0.026645,0.018613,0.016434,0.020305,0.016147,0.015389,0.015593,0.014818,0.009041,0.005117,0.006755,0.005285,0.004345,0.007992,0.005143,0.003646,0.006787
726,0.686476,0.0,0.0,0.131911,0.0,0.0,0.0,0.290149,0.0,0.0,1.872812,0.0,5.537141,0.0,7.506352,7.897341,0.0,8.0,8.0,3.008615,0.391495,0.568145,0.348109,1.400869,3.201854,0.580033,0.173178,0.290483,0.581625,0.272139,0.213259,1.081535,0.744958,1.752761,0.258359,1.410985,0.252932,0.116931,1.587445,2.492118,0.493692,0.306636,0.513376,0.318224,0.200019,0.326308,0.070047,0.03378,0.014751,0.027434,0.033955,0.011752,0.012357,0.013541,0.014113,0.013147,0.009587,0.014471,0.009471,0.011565,0.011343,0.012489,0.010042,0.026583
727,0.340117,0.0,0.0,0.066763,0.0,0.0,0.0,0.35688,0.0,0.0,0.202306,0.0,2.3483,0.0,7.932939,4.812723,0.0,5.774418,7.405599,2.036009,0.915087,0.658886,0.272613,1.404745,4.551136,1.310714,0.097866,0.062485,0.318909,0.076489,0.185064,1.455752,0.105264,1.123223,0.233603,1.127326,0.108544,0.124943,1.243335,1.914777,0.309355,0.259239,0.38101,0.175078,0.113499,0.121686,0.017492,0.013978,0.006171,0.018607,0.020318,0.011963,0.012295,0.011111,0.010663,0.010743,0.010368,0.00905,0.009629,0.011143,0.008147,0.009719,0.010311,0.025033
728,0.285364,0.0,0.0,0.113082,0.0,0.0,0.0,0.177931,0.0,0.0,0.944517,0.0,1.940005,0.0,1.459999,0.854056,0.0,5.021621,7.572988,2.359156,0.484251,0.621746,0.086269,0.929821,3.83091,1.125394,0.036249,0.045952,0.247051,0.059092,0.028256,1.396703,0.034409,0.802707,0.274994,1.108776,0.069618,0.127146,0.928285,1.4306,0.267539,0.207006,0.221762,0.085391,0.053366,0.015406,0.015305,0.00892,0.007083,0.011017,0.021435,0.008926,0.008969,0.010951,0.013537,0.00984,0.011484,0.010026,0.007443,0.00714,0.006804,0.006844,0.006405,0.022904
729,0.200496,0.0,0.0,0.021403,0.0,0.0,0.0,0.184516,0.0,0.0,0.418228,0.0,1.405598,0.0,3.517833,0.73468,0.0,4.916195,7.176648,2.268507,0.480428,0.496034,0.203875,0.554638,2.735882,0.784364,0.031635,0.024764,0.255646,0.035879,0.034851,1.268628,0.027713,0.60226,0.255374,1.043056,0.055765,0.125493,0.644198,0.938826,0.237097,0.140042,0.106045,0.03997,0.017145,0.024652,0.007968,0.005301,0.004598,0.01076,0.01612,0.007108,0.009231,0.011523,0.010945,0.007306,0.010725,0.010527,0.010906,0.008955,0.007745,0.008487,0.006686,0.02291
730,0.22667,0.0,0.0,0.069216,0.0,0.0,0.0,0.346216,0.0,0.0,0.380978,0.0,1.310116,0.0,0.92932,1.529487,0.0,4.99707,6.660702,2.144259,0.20836,0.417443,0.070131,0.324793,2.106508,0.64272,0.021718,0.018608,0.25558,0.027214,0.047792,1.141768,0.023908,0.347164,0.259147,0.964571,0.054973,0.101556,0.367759,0.557696,0.199754,0.099097,0.097146,0.019267,0.017985,0.015673,0.011204,0.004276,0.003976,0.008977,0.014409,0.006755,0.008645,0.012473,0.008685,0.007876,0.008047,0.008587,0.007985,0.009489,0.00766,0.007983,0.009009,0.023494
731,0.196458,0.0,0.0,0.084734,0.0,0.0,0.0,0.034857,0.0,0.0,0.375857,0.0,0.567289,0.0,0.903559,1.110117,0.0,4.428889,5.881566,1.735717,0.363425,0.238331,0.060828,0.298641,1.650961,0.466423,0.010742,0.009287,0.220805,0.022504,0.017967,0.951052,0.01114,0.07773,0.210599,0.820356,0.099449,0.072183,0.241588,0.308796,0.183733,0.089531,0.053582,0.025703,0.009676,0.015401,0.012629,0.005699,0.006593,0.008449,0.011543,0.00729,0.007871,0.009028,0.007091,0.00819,0.00823,0.008626,0.00839,0.007578,0.007237,0.007309,0.007446,0.021243
732,0.078027,0.0,0.0,0.077294,0.0,0.0,0.0,0.215084,0.0,0.0,0.046848,0.0,0.313879,0.0,0.418456,0.626486,0.0,3.754134,5.201307,1.583981,0.139702,0.056922,0.036289,0.270935,1.34528,0.310525,0.015766,0.006598,0.20091,0.012056,0.009222,0.826727,0.00902,0.049354,0.201842,0.729549,0.100762,0.06057,0.162856,0.18985,0.164424,0.061799,0.021294,0.033221,0.004921,0.006437,0.005402,0.004632,0.004555,0.009301,0.013779,0.006612,0.009267,0.00732,0.009746,0.007358,0.00957,0.008353,0.010066,0.006514,0.010439,0.008144,0.006772,0.020605
733,0.104792,0.0,0.0,0.040754,0.0,0.0,0.0,0.029539,0.0,0.0,0.234405,0.0,0.191455,0.0,0.364787,0.668085,0.0,3.550821,4.898404,1.532748,0.127741,0.040317,0.008765,0.299607,1.293721,0.263195,0.016027,0.008545,0.190664,0.011666,0.016927,0.775799,0.014972,0.049266,0.226718,0.707453,0.099842,0.056441,0.168867,0.161297,0.155718,0.049537,0.022303,0.035699,0.005751,0.009396,0.005645,0.004423,0.003888,0.009104,0.014615,0.006992,0.007406,0.008879,0.008228,0.009878,0.007422,0.008802,0.007679,0.009488,0.008278,0.009863,0.008209,0.01739
734,0.039173,0.0,0.0,0.093729,0.0,0.0,0.0,0.123341,0.0,0.0,0.347471,0.0,0.040765,0.0,0.358947,0.647474,0.0,3.40373,4.686501,1.466182,0.126704,0.059705,0.018369,0.288512,1.236802,0.258201,0.013267,0.005764,0.18374,0.011738,0.016699,0.742159,0.016826,0.050406,0.215277,0.676861,0.092787,0.054212,0.167973,0.153871,0.147003,0.045347,0.019508,0.034393,0.005572,0.008422,0.005524,0.003831,0.003419,0.006529,0.011463,0.003856,0.007938,0.007582,0.00677,0.008691,0.008578,0.007601,0.006618,0.008937,0.00877,0.008286,0.008221,0.016378
735,0.018866,0.0,0.0,0.092076,0.0,0.0,0.0,0.07115,0.0,0.0,0.255289,0.0,0.148134,0.0,0.344804,0.604714,0.0,3.222574,4.44813,1.390785,0.11555,0.042971,0.025011,0.277024,1.180389,0.252757,0.016209,0.004369,0.177017,0.009726,0.015077,0.70271,0.018209,0.044654,0.205927,0.642349,0.090482,0.049084,0.161652,0.152385,0.137051,0.039386,0.019217,0.028239,0.005743,0.008114,0.004241,0.004513,0.004657,0.011372,0.012432,0.007299,0.006672,0.008327,0.008489,0.009085,0.008032,0.008219,0.006246,0.007806,0.008468,0.007635,0.008386,0.018742
736,0.051787,0.0,0.0,0.022956,0.0,0.0,0.0,0.077016,0.0,0.0,0.20437,0.0,0.319081,0.0,0.299011,0.576896,0.0,3.066146,4.227284,1.319358,0.110636,0.046361,0.043977,0.260609,1.11505,0.231928,0.01664,0.006626,0.165429,0.007978,0.015856,0.670592,0.018018,0.041839,0.192763,0.609775,0.085999,0.047422,0.145088,0.136529,0.137824,0.042316,0.017004,0.029683,0.007339,0.010442,0.005135,0.00306,0.003423,0.009037,0.014756,0.006251,0.008698,0.007345,0.007249,0.008716,0.00948,0.006468,0.007212,0.007995,0.007393,0.007797,0.008408,0.018077
737,0.039042,0.0,0.0,0.076626,0.0,0.0,0.0,0.074828,0.0,0.0,0.131956,0.0,0.290821,0.0,0.278966,0.551699,0.0,2.927245,4.035168,1.261707,0.112684,0.039459,0.041817,0.248762,1.069981,0.224819,0.011239,0.005496,0.157824,0.007993,0.015359,0.640135,0.010898,0.044062,0.184718,0.58277,0.081296,0.047052,0.139669,0.133011,0.128462,0.03612,0.018422,0.032082,0.004821,0.008453,0.006229,0.004341,0.004792,0.007418,0.014946,0.006095,0.010952,0.006711,0.006791,0.009586,0.013987,0.0107,0.007843,0.008814,0.007846,0.007875,0.007684,0.017783
738,0.048541,0.0,0.0,0.037965,0.0,0.0,0.0,0.058629,0.0,0.0,0.176663,0.0,0.285853,0.0,0.288277,0.519083,0.0,2.787078,3.843871,1.196786,0.105909,0.035326,0.014584,0.22784,1.01551,0.205512,0.014537,0.00665,0.151124,0.006896,0.013456,0.60805,0.01129,0.040252,0.176789,0.555222,0.074966,0.047529,0.127406,0.117213,0.126109,0.038706,0.015537,0.028962,0.00712,0.010884,0.008234,0.003422,0.004578,0.010344,0.014757,0.007904,0.006859,0.009345,0.011484,0.012129,0.010529,0.010245,0.008424,0.009852,0.008298,0.011211,0.011913,0.015403
739,0.081293,0.0,0.0,0.024736,0.0,0.0,0.0,0.064715,0.0,0.0,0.270772,0.0,0.123194,0.0,0.261802,0.503515,0.0,2.668004,3.678655,1.154306,0.09226,0.042851,0.017976,0.234655,0.977089,0.200651,0.011454,0.005074,0.144627,0.008501,0.012311,0.581534,0.013307,0.040149,0.172423,0.534065,0.076927,0.044566,0.126743,0.119332,0.118161,0.035265,0.018157,0.02514,0.006665,0.0083,0.00623,0.006154,0.006502,0.007663,0.010619,0.010168,0.009027,0.011085,0.01235,0.009593,0.008787,0.00857,0.011972,0.008823,0.00963,0.010813,0.007699,0.014453
740,0.503575,0.0,0.0,0.724604,0.0,0.0,0.0,0.840563,0.0,0.0,1.515301,0.0,2.830132,0.0,3.40529,1.478717,0.0,2.014776,2.693967,0.795588,1.339864,0.900318,0.565783,0.463584,0.929503,1.171423,0.363584,0.220282,0.249213,0.133386,0.090548,0.397867,0.388717,0.289313,0.601906,0.503717,0.310891,0.138125,0.732377,0.604545,0.849353,0.145014,0.116735,0.187533,0.157733,0.069418,0.13931,0.059595,0.029092,0.030556,0.021699,0.014607,0.019477,0.028311,0.025989,0.012037,0.010653,0.009011,0.00887,0.008398,0.007066,0.007949,0.007247,0.009895
741,0.714134,0.0,0.0,0.116286,0.0,0.0,0.0,0.12516,0.0,0.0,0.826978,0.0,2.70251,0.0,3.868453,2.591324,0.0,4.063485,7.674132,8.0,3.259798,0.490428,0.698101,0.3295,0.984206,4.142251,0.465607,0.121453,0.227893,0.637224,0.344812,0.254798,2.206838,0.572564,2.020801,0.19048,1.486827,0.212521,0.510743,0.338415,1.975587,0.303485,0.345086,0.445452,0.296895,0.214314,0.310286,0.060071,0.022655,0.023515,0.020598,0.012807,0.0171,0.014514,0.01998,0.012522,0.01293,0.011376,0.013291,0.010175,0.010365,0.010754,0.011541,0.031544
742,0.35485,0.0,0.0,0.061959,0.0,0.0,0.0,0.073599,0.0,0.0,0.340207,0.0,0.237056,0.0,2.921371,2.68928,0.0,2.534627,6.369366,7.74775,2.670425,0.85617,0.446192,0.147341,0.937862,6.15204,0.921592,0.047202,0.101898,0.333269,0.124697,0.096698,3.115713,0.078897,1.204383,0.055121,1.309399,0.090138,0.406333,0.457246,1.460039,0.233834,0.272451,0.299452,0.153432,0.112405,0.090769,0.015129,0.006161,0.012573,0.017242,0.012363,0.009743,0.009676,0.01188,0.010272,0.011758,0.009123,0.010865,0.010039,0.010035,0.008682,0.010555,0.02436
743,0.357644,0.0,0.0,0.05562,0.0,0.0,0.0,0.147411,0.0,0.0,0.396022,0.0,0.111554,0.0,1.29845,1.179814,0.0,1.259934,5.552404,7.594846,2.536884,0.611333,0.462562,0.148675,0.555837,4.902357,0.72775,0.015009,0.037556,0.275477,0.066812,0.027317,2.794846,0.031925,0.860946,0.041713,1.247663,0.073473,0.425393,0.485648,1.040102,0.189386,0.201921,0.157113,0.069122,0.040823,0.010921,0.009562,0.005616,0.007388,0.01527,0.007131,0.009814,0.008527,0.007917,0.008747,0.00854,0.011732,0.006863,0.006527,0.007607,0.007795,0.00849,0.028884
744,0.184619,0.0,0.0,0.042569,0.0,0.0,0.0,0.095009,0.0,0.0,0.187236,0.0,0.214468,0.0,1.178631,0.174418,0.0,0.686552,4.905817,7.089994,2.420582,0.480489,0.375418,0.09483,0.197483,3.392664,0.515428,0.030731,0.028339,0.281989,0.079379,0.039868,2.506264,0.024597,0.584267,0.042695,1.147492,0.051538,0.364977,0.415527,0.617352,0.103713,0.186849,0.074891,0.026851,0.018449,0.020853,0.00937,0.00698,0.008502,0.011952,0.007669,0.010128,0.009098,0.011015,0.008872,0.007816,0.007076,0.008893,0.009768,0.007425,0.008776,0.007403,0.02254
745,0.29114,0.0,0.0,0.012651,0.0,0.0,0.0,0.103004,0.0,0.0,0.163342,0.0,0.118278,0.0,0.797724,0.561894,0.0,0.319101,4.352004,6.396232,2.171446,0.362626,0.286078,0.053437,0.16709,2.61248,0.41459,0.014122,0.02152,0.232456,0.057637,0.044495,2.137713,0.025599,0.211402,0.039654,1.002097,0.075778,0.284744,0.322596,0.363128,0.071213,0.151506,0.069376,0.030633,0.019667,0.013291,0.00921,0.005185,0.00779,0.015131,0.007781,0.00962,0.009397,0.00712,0.009151,0.007743,0.00751,0.006096,0.007766,0.007278,0.008561,0.006574,0.02362
746,0.210207,0.0,0.0,0.067899,0.0,0.0,0.0,0.100883,0.0,0.0,0.111548,0.0,0.337492,0.0,0.121292,0.130865,0.0,0.272004,3.824676,5.603213,1.918222,0.199892,0.079532,0.032012,0.149815,2.00611,0.273398,0.014134,0.008575,0.196546,0.034461,0.031867,1.788169,0.008433,0.044882,0.021406,0.832928,0.093455,0.212975,0.214661,0.203196,0.069678,0.12911,0.023782,0.036376,0.023091,0.009403,0.005457,0.005918,0.011207,0.010805,0.006128,0.009955,0.010658,0.009692,0.011299,0.009494,0.009004,0.012423,0.012556,0.009837,0.01083,0.011855,0.023786
747,0.100927,0.0,0.0,0.021109,0.0,0.0,0.0,0.019018,0.0,0.0,0.275338,0.0,0.311825,0.0,0.24048,0.090023,0.0,0.266577,3.513707,5.127267,1.783592,0.111011,0.046962,0.058874,0.201672,1.753347,0.210666,0.01514,0.013868,0.195351,0.021288,0.015526,1.651329,0.016714,0.069194,0.057255,0.750766,0.088529,0.233067,0.176576,0.179344,0.083008,0.11215,0.016292,0.03401,0.022149,0.010882,0.005876,0.006042,0.011293,0.013804,0.009754,0.008834,0.009798,0.008901,0.009526,0.01032,0.011591,0.010967,0.00858,0.008188,0.012022,0.010592,0.017105
748,0.066888,0.0,0.0,0.018528,0.0,0.0,0.0,0.011141,0.0,0.0,0.099697,0.0,0.292334,0.0,0.053912,0.102163,0.0,0.251093,3.347867,4.884698,1.699431,0.108039,0.041814,0.039066,0.192333,1.67767,0.204674,0.012019,0.012504,0.184907,0.019183,0.012984,1.578462,0.014788,0.065659,0.054072,0.713571,0.084222,0.224515,0.163706,0.171682,0.078106,0.104109,0.012596,0.03133,0.025405,0.008143,0.003612,0.006545,0.008986,0.015001,0.0056,0.007716,0.009363,0.010863,0.006591,0.009983,0.008573,0.009564,0.008994,0.007459,0.007732,0.009511,0.018508
749,0.042663,0.0,0.0,0.015297,0.0,0.0,0.0,0.024572,0.0,0.0,0.226325,0.0,0.305112,0.0,0.145055,0.093233,0.0,0.235803,3.176717,4.639027,1.612774,0.106926,0.048204,0.053804,0.180581,1.581495,0.187712,0.017304,0.016141,0.17514,0.017409,0.013687,1.494464,0.025321,0.051901,0.051297,0.680621,0.080669,0.209837,0.155493,0.154972,0.070618,0.093601,0.016844,0.037729,0.027141,0.006929,0.005987,0.004682,0.009337,0.013964,0.006952,0.008131,0.010473,0.009222,0.008286,0.008719,0.008094,0.008011,0.007641,0.008391,0.009999,0.006945,0.020017
750,0.11449,0.0,0.0,0.015947,0.0,0.0,0.0,0.07184,0.0,0.0,0.160385,0.0,0.321043,0.0,0.150259,0.078548,0.0,0.225751,3.015006,4.39989,1.53096,0.100598,0.049394,0.049966,0.170981,1.508792,0.180773,0.011113,0.01186,0.166887,0.018582,0.013675,1.417295,0.01538,0.058346,0.046761,0.643143,0.074805,0.201739,0.152844,0.154454,0.071361,0.096426,0.018117,0.028981,0.022936,0.008271,0.00453,0.004083,0.012707,0.009052,0.00624,0.006234,0.007684,0.006472,0.009337,0.006527,0.006704,0.008161,0.006259,0.008225,0.007579,0.006037,0.017438
751,0.09103,0.0,0.0,0.048508,0.0,0.0,0.0,0.03273,0.0,0.0,0.159793,0.0,0.27591,0.0,0.116167,0.089072,0.0,0.208459,2.862408,4.180503,1.451381,0.097807,0.049803,0.032991,0.161949,1.439658,0.170241,0.013266,0.007257,0.157376,0.017495,0.013802,1.35016,0.015383,0.057375,0.0439,0.612296,0.073012,0.201847,0.143236,0.141411,0.065539,0.089754,0.019898,0.030195,0.020785,0.008151,0.005008,0.004275,0.008587,0.013859,0.005433,0.008727,0.009303,0.006753,0.007524,0.009069,0.007928,0.008096,0.007303,0.007778,0.007265,0.006838,0.017907
752,0.133041,0.0,0.0,0.015443,0.0,0.0,0.0,0.045908,0.0,0.0,0.10432,0.0,0.151986,0.0,0.089652,0.072706,0.0,0.213227,2.746373,4.00228,1.399012,0.082636,0.019656,0.038577,0.161642,1.37142,0.164519,0.008553,0.013589,0.150548,0.017219,0.011189,1.291374,0.01127,0.055051,0.043566,0.585147,0.069453,0.192206,0.146549,0.140339,0.069596,0.090948,0.01675,0.026956,0.019938,0.007089,0.003779,0.003204,0.007983,0.011684,0.00568,0.011105,0.010771,0.006848,0.009931,0.010359,0.010267,0.012344,0.010747,0.009412,0.010839,0.010737,0.016512
753,0.12636,0.0,0.0,0.027688,0.0,0.0,0.0,0.07415,0.0,0.0,0.160497,0.0,0.282265,0.0,0.04039,0.080434,0.0,0.193036,2.600369,3.794977,1.318292,0.087361,0.04818,0.033928,0.148064,1.296965,0.154866,0.013103,0.005676,0.14208,0.016226,0.012343,1.224745,0.014201,0.045756,0.04117,0.552817,0.066877,0.180506,0.132328,0.136435,0.058616,0.080533,0.013377,0.027495,0.018605,0.00627,0.005621,0.005355,0.011994,0.009772,0.006958,0.00906,0.007839,0.012816,0.011454,0.010612,0.008608,0.013695,0.009752,0.008667,0.008788,0.009691,0.014398
754,0.066665,0.0,0.0,0.010062,0.0,0.0,0.0,0.016755,0.0,0.0,0.146613,0.0,0.168605,0.0,0.162586,0.061841,0.0,0.187152,2.477309,3.614272,1.258694,0.078662,0.022124,0.040205,0.143028,1.238885,0.148663,0.010221,0.012936,0.138653,0.015431,0.010356,1.168915,0.011561,0.045107,0.03754,0.523442,0.060842,0.173955,0.12786,0.132864,0.059177,0.077971,0.012117,0.024757,0.019498,0.008368,0.004728,0.004344,0.006212,0.007787,0.005182,0.007326,0.008012,0.009033,0.008233,0.009226,0.010774,0.007734,0.008988,0.009878,0.007882,0.008277,0.017188
755,0.501315,0.0,0.0,0.658138,0.0,0.0,0.0,0.785521,0.0,0.0,1.059707,0.0,1.632692,0.0,2.239277,1.270069,0.0,0.691048,2.000158,2.791182,0.709228,1.432716,0.615651,0.484791,0.402375,1.108483,0.582433,0.396874,0.215002,0.215241,0.164917,0.109638,0.805445,0.377297,0.25289,0.564718,0.405412,0.317762,0.549179,0.641406,0.422646,0.549035,0.144123,0.096282,0.159735,0.146943,0.058089,0.105214,0.046199,0.034687,0.023117,0.014096,0.017098,0.025716,0.015665,0.012121,0.012485,0.008224,0.011035,0.009954,0.009909,0.007196,0.010093,0.015313
756,0.458366,0.0,0.0,0.060016,0.0,0.0,0.0,0.111009,0.0,0.0,0.398105,0.0,0.893471,0.0,2.218529,1.289792,0.0,1.398243,3.621499,6.092353,7.933637,3.986764,0.391658,0.642064,0.294106,0.434062,2.339731,1.032565,0.086555,0.200182,0.539815,0.56688,0.31889,2.256713,0.407705,1.724858,0.155086,1.40115,0.90344,0.287331,0.46441,1.441029,0.308089,0.265069,0.35772,0.26044,0.16288,0.223179,0.04718,0.05234,0.022303,0.013997,0.017032,0.019407,0.012081,0.023841,0.029794,0.013534,0.026748,0.019232,0.011913,0.008755,0.010921,0.027395
757,0.503229,0.0,0.0,0.062346,0.0,0.0,0.0,0.013816,0.0,0.0,0.23389,0.0,0.586247,0.0,0.813198,1.115216,0.0,1.155798,1.813559,5.184311,8.0,3.796673,0.704375,0.747041,0.071075,0.397431,3.335115,1.821086,0.035467,0.074608,0.26517,0.28122,0.102248,2.912047,0.05603,1.041323,0.031435,1.297428,0.323576,0.053093,0.464423,1.07293,0.234994,0.206746,0.246083,0.11139,0.077321,0.047286,0.008565,0.01061,0.015223,0.008478,0.014599,0.009484,0.010387,0.011971,0.025605,0.019288,0.022996,0.017251,0.008829,0.008358,0.009861,0.031868
758,0.343961,0.0,0.0,0.011819,0.0,0.0,0.0,0.047576,0.0,0.0,0.163285,0.0,0.374622,0.0,0.421909,0.609157,0.0,0.777953,0.962236,4.42197,7.703997,3.602629,0.493021,0.61676,0.158543,0.295685,2.377107,1.348533,0.026532,0.028721,0.293268,0.209026,0.033314,2.64947,0.036242,0.726094,0.026695,1.237777,0.293469,0.030954,0.471962,0.713841,0.178383,0.162643,0.117719,0.041479,0.017726,0.014057,0.008383,0.013542,0.020254,0.013173,0.013803,0.010976,0.012115,0.014575,0.020558,0.010748,0.021226,0.009979,0.008682,0.007671,0.007322,0.029119
759,0.285009,0.0,0.0,0.026119,0.0,0.0,0.0,0.020726,0.0,0.0,0.105705,0.0,0.222935,0.0,0.385523,0.377949,0.0,0.241242,0.479253,4.120228,7.306315,3.396945,0.427348,0.467615,0.052656,0.068173,1.694433,1.009488,0.022924,0.018673,0.300636,0.205056,0.016101,2.403488,0.021478,0.39631,0.014618,1.159856,0.30721,0.036099,0.379771,0.387943,0.100323,0.15975,0.078885,0.024858,0.019205,0.015648,0.007565,0.016759,0.017205,0.007504,0.00989,0.009245,0.009513,0.011161,0.026114,0.014099,0.021843,0.010911,0.007459,0.012896,0.007619,0.026817
760,0.392805,0.0,0.0,0.01551,0.0,0.0,0.0,0.019722,0.0,0.0,0.13865,0.0,0.375673,0.0,0.494154,0.256732,0.0,0.092523,0.211734,3.882317,6.879244,3.230057,0.377762,0.332024,0.066184,0.065555,1.383159,0.781554,0.009652,0.006432,0.254871,0.159062,0.029427,2.117347,0.016277,0.078504,0.010529,1.033588,0.483307,0.021209,0.285014,0.188112,0.063888,0.138578,0.054435,0.04065,0.021732,0.008972,0.007012,0.009207,0.019184,0.006675,0.008053,0.008414,0.007449,0.007532,0.01942,0.007862,0.024161,0.0085,0.007442,0.009314,0.009281,0.028232
761,0.303453,0.0,0.0,0.050382,0.0,0.0,0.0,0.008609,0.0,0.0,0.048217,0.0,0.130103,0.0,0.118617,0.020346,0.0,0.006396,0.020818,3.287538,6.278665,3.036974,0.022593,0.016202,0.027667,0.01424,1.238206,0.627545,0.002882,0.002103,0.234597,0.121733,0.012486,1.945809,0.009786,0.086629,0.005589,0.941538,0.504658,0.015859,0.26512,0.124041,0.05104,0.123017,0.030747,0.045242,0.026463,0.005022,0.008117,0.008955,0.015615,0.008573,0.011623,0.011623,0.006425,0.009581,0.014311,0.011606,0.020015,0.007934,0.009258,0.008131,0.008484,0.0241
762,0.210699,0.0,0.0,0.010745,0.0,0.0,0.0,0.017104,0.0,0.0,0.026742,0.0,0.08237,0.0,0.085975,0.00567,0.0,0.006003,0.027653,3.142375,5.96114,2.871742,0.010798,0.018432,0.017812,0.019236,1.171011,0.580317,0.004028,0.004191,0.223164,0.115189,0.010392,1.84784,0.006128,0.082146,0.004725,0.891041,0.485624,0.00844,0.255728,0.123372,0.043575,0.116222,0.029602,0.043059,0.025871,0.00562,0.004577,0.006511,0.012802,0.006227,0.008017,0.008706,0.010392,0.00851,0.019532,0.009102,0.015123,0.008005,0.009134,0.007782,0.008525,0.024882
763,0.054844,0.0,0.0,0.015713,0.0,0.0,0.0,0.015451,0.0,0.0,0.043406,0.0,0.127522,0.0,0.098498,0.0123,0.0,0.008702,0.028156,2.992836,5.672018,2.734287,0.004366,0.013064,0.008382,0.018405,1.119454,0.556468,0.005935,0.005125,0.217925,0.113575,0.00926,1.760033,0.006817,0.07936,0.004233,0.845356,0.447838,0.013248,0.245425,0.112522,0.051518,0.106806,0.026509,0.0371,0.017604,0.003526,0.00441,0.005093,0.010606,0.008191,0.00828,0.007952,0.006011,0.012456,0.012881,0.010395,0.017412,0.006247,0.008146,0.007183,0.008366,0.024422
764,0.066207,0.0,0.0,0.017957,0.0,0.0,0.0,0.01222,0.0,0.0,0.029992,0.0,0.112,0.0,0.096047,0.005593,0.0,0.007409,0.022106,2.825761,5.368741,2.586645,0.00573,0.014713,0.011379,0.014823,1.06304,0.526035,0.007024,0.004857,0.206682,0.104513,0.009683,1.662938,0.007559,0.074202,0.004512,0.800909,0.432125,0.009489,0.225265,0.112094,0.048243,0.098371,0.026168,0.032638,0.021498,0.007287,0.004964,0.007123,0.012626,0.007322,0.008497,0.008637,0.010084,0.006338,0.01792,0.009346,0.014513,0.008551,0.009216,0.007112,0.009349,0.021426
765,0.146605,0.0,0.0,0.030658,0.0,0.0,0.0,0.017934,0.0,0.0,0.056158,0.0,0.071636,0.0,0.025233,0.015344,0.0,0.006052,0.022369,2.680697,5.088607,2.452151,0.004469,0.010055,0.011831,0.017805,1.007877,0.496862,0.00461,0.004619,0.19386,0.102452,0.008008,1.571778,0.005661,0.068292,0.004888,0.76035,0.41211,0.014927,0.209626,0.112185,0.042196,0.096569,0.026368,0.038513,0.020428,0.008009,0.002722,0.010476,0.011144,0.006059,0.009721,0.00936,0.007509,0.009506,0.01462,0.007702,0.016177,0.010284,0.007481,0.008212,0.008339,0.022421
